fechaTweet,tweet,numeroLikes,numeroRetweets,longitud,
2020-02-23 18:45:40,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 18:45:00,¿Interesado en esterilizar a su mascota? Prográmese con estas nuevas jornadas que se llevarán a cabo en cuatro zona… https://t.co/gCiSLsUnms,4,6,140,
2020-02-23 18:45:00,"Busca y contacta en Facebook a nuestros amigos de ""Dale la pata a un amigo"" y conviértete en la nueva familia de We… https://t.co/5rfdWLBj5X",6,3,140,
2020-02-23 18:44:41,RT @Salud_CZ8: #Samborondón l Es importante proteger y cuidar la salud de nuestras mascotas. Personal del Distrito 09D23 se traslada a reci…,0,26,140,
2020-02-23 18:44:27,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:44:26,"RT @DeportesCuatro: 😂🏀 Definitivamente lo de las mascotas en la #NBA es otro rollo 
https://t.co/20ekGPIr4g",0,60,107,
2020-02-23 18:44:03,"RT @GatosLetrados: Ella es Maya, la gatita con 'Síndrome de Down' que ya tiene su propio libro.

https://t.co/QMLRYiXH9N

#Noticat https://…",0,52,140,
2020-02-23 18:44:00,@angelesleyva761 @lydiacachosi @Pajaropolitico @Mzavalagc No sabes ni escribir FARSA y quieres criticar a Lydia jaa que pena dan mascotas,0,0,137,
2020-02-23 18:43:53,"RT @DUINCONSUELOC: ESTA REFLEXION VA PARA LOS QUE TIENEN MASCOTAS Y AUN VIVEN EN #VENEZUELA 

UNA MASCOTA LA ESCOGE UNO. UNO, PORQUE ASI LO…",0,268,140,
2020-02-23 18:43:53,RT @angelesbecerr19: Creo que no llego a cruzar la puerta de mi casa que ya extraño a mis mascotas,0,3,98,
2020-02-23 18:43:43,"RT @chamianka: Edicion #febrero @RevistaBrooke 
Nota tips de mascotas 😍

#somosbrooke #dogsofinstagram #notas https://t.co/TzVSLo0sMe",0,1,133,
2020-02-23 18:43:39,"RT @IAIM_VE: #IAIMContigo || Si viaja con mascotas, recuerda llevar el permiso correspondiente. Realiza el trámite en la oficina del Insai…",0,51,139,
2020-02-23 18:43:36,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:43:36,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:42:24,📌 Spotify para mascotas: ¿Cómo crearles su primera lista de música? https://t.co/MapeKYtTq2,0,0,91,
2020-02-23 18:42:22,@el_vientosur Los alimentos de mascotas estan hechos de desechos de producciones de alimentos mezclados con saboriz… https://t.co/AygRGZHClk,0,0,140,
2020-02-23 18:42:02,"RT @Natsc20: De los Creadores de la Campaña Sucia mas cobarde de la historia de arena y "" mascotas"" 3 % en vaca🐷 Regresa mas Resentidos. Si…",0,1,140,
2020-02-23 18:41:56,"🤣 🤣 No tengo mascotas, para evitar a los gatos amos del universo https://t.co/6kkk6Digdr",3,0,88,
2020-02-23 18:41:39,📌 La realidad poco graciosa detrás del vídeo de un perro que se desmaya al ver patos #Mascotas https://t.co/xW4BNaw8cR,0,0,118,
2020-02-23 18:41:23,"Cerco a la venta de animales exóticos en Barcelona https://t.co/vZm8kwwPG2 vía @el_pais 
El problema llega cuando l… https://t.co/sEM5yaBaTc",4,2,140,
2020-02-23 18:40:56,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:40:43,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:40:39,"De los Creadores de la Campaña Sucia mas cobarde de la historia de arena y "" mascotas"" 3 % en vaca🐷 Regresa mas Res… https://t.co/C6k9EcEq3T",2,1,140,
2020-02-23 18:40:20,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:39:22,"RT @myfirstlovemyg: Mis vecinos, mis mascotas, el fantasma de mi cuarto, Spotify y Youtube viendo que pongo Mots: 7 por milésima vez.",0,76,133,
2020-02-23 18:39:08,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:38:58,RT @FGurrolaRochin: @africamia_22 Claro que sí. Muy bella la naturaleza y más cuando se compagina esa atención al medio ambiente y a nuestr…,0,1,140,
2020-02-23 18:38:49,"Ehhh...tic tac tic tac... le entre a casi todo, hasta al gusano del mezcal. 
Insectos,sopa de murciélago y mascotas… https://t.co/d8NspuiF1r",0,0,140,
2020-02-23 18:38:44,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:38:40,RT @JusticieroLetal: @mommy21931 @MuySuFrida @MarianaGonglez @MarianaPadilla @mickym_69 @CONSUMEAZUCAR @yllahte @orazioaguirre @olgauq @Dea…,0,1,140,
2020-02-23 18:38:26,"Mi vecino tiene cinco mascotas que hacen ruido todo el puto día. Él dice que son perros, yo digo que son máquinas de chingar la madre.",4,0,134,
2020-02-23 18:38:22,"♦️ La forma adecuada de acercarte y acariciar a un perro que no conoces, según los veterniarios #Mascotas https://t.co/khonFrwLE1",0,0,129,
2020-02-23 18:38:21,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 18:37:54,"RT @DUINCONSUELOC: ESTA REFLEXION VA PARA LOS QUE TIENEN MASCOTAS Y AUN VIVEN EN #VENEZUELA 

UNA MASCOTA LA ESCOGE UNO. UNO, PORQUE ASI LO…",0,268,140,
2020-02-23 18:37:43,"♦️ Pienso para perros a base de insectos, la nueva tendencia en comida para mascotas https://t.co/1NYHZBjjOA",0,0,108,
2020-02-23 18:37:34,"Las queridas mascotas, que muerden, rasguñan tus sillones , cortinas, alfombra, cables, etc.. Jajajaja, te hacen ra… https://t.co/1KFXy5yHza",3,0,140,
2020-02-23 18:37:16,Pitbull embarazada perdió la vida al ser mordida por una cobra https://t.co/pb0k9GXNSn https://t.co/9aUjZHzwOk,0,0,110,
2020-02-23 18:37:09,@HieronymusFirst Los perros son las mejores mascotas del mundo.,5,0,63,
2020-02-23 18:37:01,🔴 Las expresiones faciales de nuestras mascotas: ¿Evidencia de cómo se sienten? https://t.co/j5MwbClxb7,0,0,103,
2020-02-23 18:36:56,RT @diarioeldeber: #Emergencia #Tiquipaya El coliseo de Tiquipaya se ha constituido en el Puesto Comando de logística y recepción de ayuda…,0,7,139,
2020-02-23 18:36:14,RT @diarioeldeber: #Emergencia #Tiquipaya El coliseo de Tiquipaya se ha constituido en el Puesto Comando de logística y recepción de ayuda…,0,7,139,
2020-02-23 18:36:12,"Las mascotas SON parte de la familia y todo lo negativo que pase con ellas duele. 

Y me vale un trasero si piensan… https://t.co/vI12gCTwIe",0,1,140,
2020-02-23 18:36:03,"RT @DUINCONSUELOC: ESTA REFLEXION VA PARA LOS QUE TIENEN MASCOTAS Y AUN VIVEN EN #VENEZUELA 

UNA MASCOTA LA ESCOGE UNO. UNO, PORQUE ASI LO…",0,268,140,
2020-02-23 18:35:16,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:34:31,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:34:14,"📌 Así es como debes acariciar a tu gato, según la ciencia #Mascotas https://t.co/gOv8WefK9G",0,0,91,
2020-02-23 18:34:11,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:34:10,"🔴 Pienso para perros a base de insectos, la nueva tendencia en comida para mascotas https://t.co/pcRCbMzg1g",0,0,107,
2020-02-23 18:34:10,"Deberás llevar a tus mascotas en ayunas,  con collar y con correa (gatos en transportadora o similar). Informes y r… https://t.co/5sGjK6r8tX",1,0,140,
2020-02-23 18:34:09,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:33:59,RT @BellsCecilia: Emergencia en #Tiquipaya: Podemos ayudar en los puntos de acopio para las familias afectadas y voluntarios. Y no nos olvi…,0,19,140,
2020-02-23 18:33:55,@74jaymz Con esa cara se te espantan hasta las mascotas,0,0,55,
2020-02-23 18:33:51,Domingo para disfrutar a mis mascotas bebés 🥰 tenerl@s ha sido tan importante en mi vida que merecen tanto el amor… https://t.co/bw680hAODs,0,0,139,
2020-02-23 18:33:39,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:33:36,"RT @CanalNost: ""La característica que los humanos como especie deberían tener en el space opera es que somos simios alegres, sociales y súp…",0,56,140,
2020-02-23 18:33:30,RT @diarioeldeber: #Emergencia #Tiquipaya El coliseo de Tiquipaya se ha constituido en el Puesto Comando de logística y recepción de ayuda…,0,7,139,
2020-02-23 18:33:21,"RT @TabascoHOY: ➡️ Sin vacuna, mal alimentados, expuestos al sol o la lluvia, es como son vendidos perros en calles de #Villahermosa, sin u…",0,5,140,
2020-02-23 18:33:18,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 18:33:04,"RT @HECTORITO: Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No es su re…",0,10,140,
2020-02-23 18:32:55,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:32:46,"RT @_jupiter_x_: Yo si me fijo en como tratan a su mamá, a su papá, a sus abuelos, a sus mascotas, a los ancianos, en fin a las demás perso…",0,21,140,
2020-02-23 18:32:23,"RT @giannnika: no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, vivimos en u…",0,13,140,
2020-02-23 18:31:26,RT @tommy281111: Una vez más la antagónica y sediciosa María Corina anuncia que sus ponzoñosas mascotas no asistirán el 10 de marzo a la ma…,0,10,140,
2020-02-23 18:31:10,RT @AMIS_mx: Ellos también son parte de tu familia. Protege a tu mascota de cualquier riesgo con un Seguro. #NadaEsSeguroTuSeguroSí https:/…,0,4,140,
2020-02-23 18:31:05,"♦️ ¿Qué tan inteligente es tu perro? Según la ciencia, eso depende de su tamaño #Mascotas https://t.co/qFdCmrv8Bu",0,0,113,
2020-02-23 18:30:59,RT @ledesm_angelica: nada te puede llenar más el alma que las mascotas,0,12,70,
2020-02-23 18:30:53,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:30:50,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:30:14,"Hoy no iba a decir nada
Pero no puedo callar
El gobierno de cagada
Ya me hizo encaboronar
Nada es culpa de ellos
No… https://t.co/48defNr4UE",18,10,140,
2020-02-23 18:30:13,"@aidazapico BT, puede consultar toda la info acerca del viaje con mascota, si lo desea, mediante el siguiente enlac… https://t.co/MpfNTHSCoA",0,0,140,
2020-02-23 18:30:09,Necesario socializar reglamento para la protección y control de mascotas en Ahuehuetitla #Tulancingo… https://t.co/8xCMBhzvfW,0,0,125,
2020-02-23 18:30:08,Mascotas de sectores más vulnerables de #Cajeme son atendidas🐶😺 #Larsa https://t.co/Komv20zHwz / Por @JusainoAna https://t.co/UK12FMVd1B,0,0,136,
2020-02-23 18:30:00,"#LoMásleído Maisie Green es una mujer de 89 años que habita en Reino Unido, ella le ha cambiado la vida a cientos d… https://t.co/ksF9ftvawd",1,1,140,
2020-02-23 18:29:46,♦️ Esta gata pudo ponerse de pie gracias a unas geniales prótesis de titanio #Mascotas https://t.co/esGHPjeuL7,1,0,110,
2020-02-23 18:29:34,📌 La verdad sobre gatos y perros: ¿por qué comen hierba nuestras peludas mascotas? https://t.co/x9Ses9MFD9,0,0,106,
2020-02-23 18:29:32,"RT @DUINCONSUELOC: ESTA REFLEXION VA PARA LOS QUE TIENEN MASCOTAS Y AUN VIVEN EN #VENEZUELA 

UNA MASCOTA LA ESCOGE UNO. UNO, PORQUE ASI LO…",0,268,140,
2020-02-23 18:29:30,"no suelo subir estas cosas pero bueno
mi mamá, mi hermano y yo tenemos una guardería canina hace más de un año, viv… https://t.co/UQNNt1VQZC",4,13,140,
2020-02-23 18:29:13,"RT @odioapancho: Por cada persona que trata así a sus animales hay un maltratador menos, explotador de crías menos y un abandona mascotas m…",0,3,140,
2020-02-23 18:28:55,RT @SASFAPR: Estamos llenos a capacidad. Ya repartimos los 200 turnos que teníamos para hoy en el #Spayathon4PR en el Palacio de Recreación…,0,6,140,
2020-02-23 18:28:44,"RT @InparquesGobVe: #ECOtips 🌿 || Ve y disfruta de los espacios protegidos es estos #CarnavalesFelices2020 en familia,
amigos y pareja. 

¡…",0,7,140,
2020-02-23 18:28:27,"RT @InfoReportes: ♦️ La forma adecuada de acercarte y acariciar a un perro que no conoces, según los veterniarios #Mascotas https://t.co/3d…",0,2,140,
2020-02-23 18:28:23,"RT @odioapancho: Por cada persona que trata así a sus animales hay un maltratador menos, explotador de crías menos y un abandona mascotas m…",0,3,140,
2020-02-23 18:28:14,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:28:13,"Mamá, deja de criar prostitutas:

- cásate con quién tenga dinero
- tú puedes conseguir lo que quieras, eres hermos… https://t.co/lAh5cHcA8f",0,0,140,
2020-02-23 18:28:10,RT @ledesm_angelica: nada te puede llenar más el alma que las mascotas,0,12,70,
2020-02-23 18:27:53,"RT @_jupiter_x_: Yo si me fijo en como tratan a su mamá, a su papá, a sus abuelos, a sus mascotas, a los ancianos, en fin a las demás perso…",0,21,140,
2020-02-23 18:27:21,♦️ Perros y gatos pueden transmitir a los humanos un nuevo virus potencialmente mortífero https://t.co/OQStJRtmt5,0,0,113,
2020-02-23 18:27:15,"RT @angiedelgado026: @IDAANinforma Hasta cuando señores del @IDAANinforma  no hay agua todavía en Carrasquilla...niños,adultos mayores y ma…",0,2,140,
2020-02-23 18:27:14,que estrés querer irte a algun lado unos días cuando vivis solo y tenes mascotas que requieren cuidados 💆🏻‍♀️,0,0,109,
2020-02-23 18:27:12,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:27:11,📌 Enfermedades que pueden transmitir nuestras mascotas... https://t.co/I0snPJzESm,0,0,81,
2020-02-23 18:27:01,"RT @SurviExch: @BerryBell9007 ¿Cuánto has cambiado? 

Año dado : 2016

Edad: 19 
Ahora: 23 
Estado civil: Soltero
Ahora: Soltero 
Vivía en:…",0,1,140,
2020-02-23 18:26:55,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:26:53,"@BerryBell9007 ¿Cuánto has cambiado? 

Año dado : 2016

Edad: 19 
Ahora: 23 
Estado civil: Soltero
Ahora: Soltero… https://t.co/rWob1lJSou",1,1,138,
2020-02-23 18:26:44,@nora_perezzz Siempre he pensado que debería existir una licencia para tener mascotas y niñxs.,1,0,94,
2020-02-23 18:26:41,RT @ledesm_angelica: nada te puede llenar más el alma que las mascotas,0,12,70,
2020-02-23 18:26:37,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:26:31,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:26:20,"Por cada persona que trata así a sus animales hay un maltratador menos, explotador de crías menos y un abandona mas… https://t.co/3usHvql39W",11,3,140,
2020-02-23 18:26:17,Invertir en el cuidado de mascotas https://t.co/AQWrjhmJth,0,0,58,
2020-02-23 18:26:11,"RT @Lizduquesa: Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja de la 1…",0,23,140,
2020-02-23 18:26:05,"@JohnMAckerman @MexicoLibreVa Sin duda, tu no entiendes nada ni vas a lograr entender, eres parte de esa jauría de… https://t.co/wpuyz8gYsy",0,0,139,
2020-02-23 18:26:01,RT @AlertaMePerdi: #ENCONTRADO este nene se encuentra por el Tia de mapasingue en #GUAYAQUIL si alguien lo reconoce favor comunicarse con @…,0,13,140,
2020-02-23 18:25:57,"RT @BAmascotas: Si necesitas vacunar a tu mascota contra la rabia o realizarle una atención veterinaria, acercate con tu perro o gato a los…",0,20,140,
2020-02-23 18:25:44,♦️ Las expresiones faciales de nuestras mascotas: ¿Evidencia de cómo se sienten? https://t.co/3epvJUWXxW,0,0,104,
2020-02-23 18:25:38,"RT @AlJimnez3: ¡¡Greñitas es tendencia!!
😃

¡¡Duro, @ChayraIrma1!!

¡Sigue repartiendo periodicazos en el hocico a las serviles mascotas de…",0,31,140,
2020-02-23 18:25:33,@dosh13 @ActualidadRT Lo que hacemos por las mascotas!!🥰😍,2,0,57,
2020-02-23 18:25:31,"RT @DUINCONSUELOC: ESTA REFLEXION VA PARA LOS QUE TIENEN MASCOTAS Y AUN VIVEN EN #VENEZUELA 

UNA MASCOTA LA ESCOGE UNO. UNO, PORQUE ASI LO…",0,268,140,
2020-02-23 18:25:30,"RT @rodsainz1: @beltrandelrio La envidia es el más mezquino de los sentimientos. A López nadie, nunca, en ningún momento se le ocurriría de…",0,3,140,
2020-02-23 18:25:25,"RT @DUINCONSUELOC: ESTA REFLEXION VA PARA LOS QUE TIENEN MASCOTAS Y AUN VIVEN EN #VENEZUELA 

UNA MASCOTA LA ESCOGE UNO. UNO, PORQUE ASI LO…",0,268,140,
2020-02-23 18:25:07,RT @Cocoponcho12: @ROMDOMINGUE7 @lydiacachosi @Irma_Sandoval @SinlineaMx Las mascotas de López vivieron por años desconociendo al president…,0,1,140,
2020-02-23 18:24:59,"RT @OtroLennon: #Chabelo cumple años y nos compartió imágenes de sus mascotas a lo largo de su historia.

Felicidades al Eterno. https://t.…",0,13,140,
2020-02-23 18:24:57,"RT @TabascoHOY: ➡️ Sin vacuna, mal alimentados, expuestos al sol o la lluvia, es como son vendidos perros en calles de #Villahermosa, sin u…",0,5,140,
2020-02-23 18:24:40,"Entre los miles de coment. destacaba ""por que no ayudas mejor a los perros de la calle"", si hago lo q puedo, Maruja… https://t.co/R5IuCdlEym",105,23,140,
2020-02-23 18:24:31,Galería: Dueños de mascotas en China protegen a sus animales con diferentes tipos de mascarillas ante el coronaviru… https://t.co/sCuiXbVI4n,0,0,140,
2020-02-23 18:23:16,"RT @TabascoHOY: ➡️ Sin vacuna, mal alimentados, expuestos al sol o la lluvia, es como son vendidos perros en calles de #Villahermosa, sin u…",0,5,140,
2020-02-23 18:23:10,RT @ledesm_angelica: nada te puede llenar más el alma que las mascotas,0,12,70,
2020-02-23 18:22:53,DIOS SOY UNA GENIA por acá cerca hay una tiendita de mascotas y el otro día encontré algo MUY lindo.. aver si sigue ahí,1,0,119,
2020-02-23 18:22:50,RT @tommy281111: Una vez más la antagónica y sediciosa María Corina anuncia que sus ponzoñosas mascotas no asistirán el 10 de marzo a la ma…,0,10,140,
2020-02-23 18:22:43,🔴 Perros y gatos pueden transmitir a los humanos un nuevo virus potencialmente mortífero https://t.co/qNyHD66ffW,1,0,112,
2020-02-23 18:22:41,"🎯 Listado completo de balnearios de Galicia para ir solo, con pareja, con niños o con mascotas... https://t.co/FUeenrYAfG",0,0,121,
2020-02-23 18:22:21,RT @NotasdeMascotas: 💗 ¡NO TE PIERDAS! Lo mejor de la semana en Notas de Mascotas 🙈 🙉 💗 - https://t.co/2jJq7zhmJq,0,3,113,
2020-02-23 18:21:56,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:21:49,"♦️ Así es como debes acariciar a tu gato, según la ciencia #Mascotas https://t.co/m01xHk65kE",0,0,92,
2020-02-23 18:21:32,Se imaginan un mundo donde en vez de mandarte una dickpic los chabones te mandaran la foto de sus mascotas? O sea s… https://t.co/QMJ7lRYqu1,2,0,140,
2020-02-23 18:21:26,♦️ La ciencia tiene una nueva fórmula para calcular la edad humana de los perros #Mascotas https://t.co/vXVmt9aFCN,0,0,114,
2020-02-23 18:21:19,"@ashthedragon Egg Ventura, robotizador de mascotas",1,0,50,
2020-02-23 18:21:05,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:21:02,"All in de la vida, pueden agregar 

17 años  
14 series
6 mudanzas 
4 ciudades 
1 sola novia (? 
3 hermanos
183849 mascotas",0,0,123,
2020-02-23 18:20:45,"Además, nuestros amigos de @adopeludasgdl tienen mascotas en adopción. Ven y dales una segunda oportunidad. 🐈🐕 https://t.co/VVvY2ghwc2",1,1,134,
2020-02-23 18:20:34,"RT @LuisFMolina: Cada manizaleño debería leer esto:

""Lo que iba a salir $92 millones más barato resultará por lo menos $500 millones más c…",0,38,140,
2020-02-23 18:20:27,"RT @SmMartinez01: Hay que saber esto,... 
Las mascotas no se expondrán más como objetos en venta https://t.co/WQOKxnjOKm vía @elcafediariook",0,3,140,
2020-02-23 18:20:23,RT @muyinteresante: Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,0,13,112,
2020-02-23 18:20:18,RT @noticias24: #Mascotas| Perrita pitbull embarazada sacrifica su vida para salvar a sus dueños en la provincia tailandesa de Pathun Thani…,0,25,140,
2020-02-23 18:20:01,Te contamos qué alimentos puede comer tu gato y cuáles no. #animales https://t.co/yBAlkZsv9E,34,13,92,
2020-02-23 18:20:00,"➡️ Sin vacuna, mal alimentados, expuestos al sol o la lluvia, es como son vendidos perros en calles de… https://t.co/z0Ie7HCcWQ",2,5,127,
2020-02-23 18:20:00,"No pasaron más de un par de horas para que las familias de los afectados los alojen en sus hogares por seguridad, t… https://t.co/t5qGifWLrC",1,1,140,
2020-02-23 18:19:53,"LOS #PERROS DETECTAN EL #CÁNCER SOLO CON EL OLFATO
Proyecto del doctor Fernando Rivera jefe de oncología del… https://t.co/qsuWGvB3kI",0,0,133,
2020-02-23 18:19:44,RT @NotasdeMascotas: 💗 ¡NO TE PIERDAS! Lo mejor de la semana en Notas de Mascotas 🙈 🙉 💗 - https://t.co/2jJq7zhmJq,0,3,113,
2020-02-23 18:19:34,♦️ La ciencia tiene una nueva fórmula para calcular la edad humana de los perros #Mascotas https://t.co/iipBXVmW3C,0,0,114,
2020-02-23 18:19:07,"¿Cuánto has cambiado? 

Año dado : 2016

Edad: 16
Ahora: 19
Estado civil: soltero
Ahora: con pareja
Vivía en: Argen… https://t.co/b07pm09YfP",1,0,140,
2020-02-23 18:18:19,RT @DebesLeerlo: ♦️ Las personas que tienen sanguijuelas como mascotas para que beban su sangre #Medicina https://t.co/fFeNT9xfdg,0,1,129,
2020-02-23 18:18:12,RT @noticias24: #Mascotas| Perrita pitbull embarazada sacrifica su vida para salvar a sus dueños en la provincia tailandesa de Pathun Thani…,0,25,140,
2020-02-23 18:17:58,RT @ledesm_angelica: nada te puede llenar más el alma que las mascotas,0,12,70,
2020-02-23 18:17:52,"@RochiBarragan Tú muerta de amor, sólo espero que después el pk no lo esté por una buen infección.  Una cosa es el… https://t.co/Xb8EBctBXA",0,0,139,
2020-02-23 18:17:48,@claudiaablanco @LuisMaestre8 Dicen que entre más mascotas más feliz eres jajajaja,0,0,82,
2020-02-23 18:17:22,@Polvoronymedio1 Vengaaaaa a moverseeee que esas lindurasss que tienes como mascotas necesitan ir a pasearrr!! 😂😂😂😂,0,0,115,
2020-02-23 18:15:51,"RT @FUNVISIS: #Entérate 📣 | ¡Cuida de ellos! 🐶🐱  

@Funvisis
 te recuerda que #PorSiTiembla debes incluir dentro de tu planificación a tus…",0,7,139,
2020-02-23 18:15:32,"RT @MtyFollow: @keevinkretsch @GobSanNicolas @MovilidadSN Buscan cualquier cosa para sangrarte en San Nicolás, no hay que darles motivos, c…",0,1,140,
2020-02-23 18:15:19,"RT @PincheCarrey: No me gusta adoptar tortugas. Son mascotas demasiado longevas. Cuando empiezas a encariñarte con ella, te mueres tú.",0,115,134,
2020-02-23 18:15:16,⭐️ Sabías qué❓ ➽ ...hay una prisión en Washington que ofrece a los reclusos gatos como mascotas para ayudar en su p… https://t.co/Uyld13pLG2,0,0,140,
2020-02-23 18:15:11,"RT @unapcl: Si amas a tus mascotas, la #Brigada de #Defensa de #Animales #Unap dictará gratis dos talleres, 27 Lenguaje Corporal Canino y H…",0,1,140,
2020-02-23 18:15:00,🐕 Contra los falsos mitos sobre los #carbohidratos en los alimentos para #mascotas 🐕 #ANFAAC publica en español la… https://t.co/UokxLVNJLY,0,0,139,
2020-02-23 18:14:51,"♦️ La forma adecuada de acercarte y acariciar a un perro que no conoces, según los veterniarios #Mascotas https://t.co/3dCQHhyLvb",1,2,129,
2020-02-23 18:14:45,"Sadiq Khan: 6 meses sin noticias de nuestros perros, Lola y Charly retenidos en Londres por la Policía. Suficiente… https://t.co/dxtPxi9j4r",0,0,139,
2020-02-23 18:14:27,"@Najla_Lee @Finanzas_Time No compres mascarillas normales, compra máscaras con filtros P100, compra googles, cloro,… https://t.co/TDqk0QrzSN",0,0,140,
2020-02-23 18:14:20,@Sandrra_cg Estoy mirando para comprar la expansión de mascotas del Sims 4,1,0,74,
2020-02-23 18:14:16,"RT @QuePasaEnSN: Oye @GobSanNicolas y cómo se supone va a transportar la gente a las mascotas a los eventos caninos , caminatas y vive arbo…",0,1,140,
2020-02-23 18:14:13,"@VickyHanami Me encanta el animal crossing, los personajes y mascotas lindas en los videojuegos (Por eso casi siemp… https://t.co/fm3wTf9TTG",0,0,140,
2020-02-23 18:14:13,"RT @rodsainz1: @beltrandelrio La envidia es el más mezquino de los sentimientos. A López nadie, nunca, en ningún momento se le ocurriría de…",0,3,140,
2020-02-23 18:14:10,"Si amas a tus mascotas, la #Brigada de #Defensa de #Animales #Unap dictará gratis dos talleres, 27 Lenguaje Corpora… https://t.co/uskft0KyQC",1,1,140,
2020-02-23 18:14:05,"RT @ElProfetaMofeta: A los que os gusta el animal crossing probad el Minecraft que básicamente es todo, y puedes asesinar a tus colegas, y…",0,1,139,
2020-02-23 18:14:02,"RT @PincheCarrey: No me gusta adoptar tortugas. Son mascotas demasiado longevas. Cuando empiezas a encariñarte con ella, te mueres tú.",0,115,134,
2020-02-23 18:13:27,@Perrosenlacalle Ayyy amigo te entiendo. .Lo único que quisiéramos es ver a nuestras queridas mascotas sanas y feli… https://t.co/8jEUzbmFV1,0,0,140,
